# Spin 1
# Original Fermi-level:     -3.45938 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
      -8.56570       0.00000       4.00000
      -8.55385       0.00000       4.00000
      -8.54199       0.00000       4.00000
      -8.53014       0.00000       4.00000
      -8.51829       0.00000       4.00000
      -8.50643       0.00000       4.00000
      -8.49458       0.00000       4.00000
      -8.48272       0.00000       4.00000
      -8.47087       0.00000       4.00000
      -8.45901       0.00000       4.00000
      -8.44716       0.00000       4.00000
      -8.43531       0.00000       4.00000
      -8.42345       0.00000       4.00000
      -8.41160       0.00000       4.00000
      -8.39974       0.00000       4.00000
      -8.38789       0.00000       4.00000
      -8.37604       0.00000       4.00000
      -8.36418       0.00000       4.00000
      -8.35233       0.00000       4.00000
      -8.34047       0.00000       4.00000
      -8.32862       0.00000       4.00000
      -8.31677       0.00000       4.00000
      -8.30491       0.00000       4.00000
      -8.29306       0.00000       4.00000
      -8.28120       0.00000       4.00000
      -8.26935       0.00000       4.00000
      -8.25750       0.00000       4.00000
      -8.24564       0.00000       4.00000
      -8.23379       0.00000       4.00000
      -8.22193       0.00000       4.00000
      -8.21008       0.00000       4.00000
      -8.19823       0.00000       4.00000
      -8.18637       0.00000       4.00000
      -8.17452       0.00001       4.00000
      -8.16266       0.00008       4.00000
      -8.15081       0.00068       4.00001
      -8.13896       0.00466       4.00006
      -8.12710       0.02620       4.00037
      -8.11525       0.12190       4.00182
      -8.10339       0.46913       4.00738
      -8.09154       1.49337       4.02508
      -8.07969       3.93210       4.07169
      -8.06783       8.56373       4.17321
      -8.05598      15.42712       4.35608
      -8.04412      22.98737       4.62858
      -8.03227      28.33198       4.96443
      -8.02041      28.88334       5.30681
      -8.00856      24.35572       5.59553
      -7.99671      16.98781       5.79690
      -7.98485       9.80069       5.91308
      -7.97300       4.67691       5.96852
      -7.96114       1.84605       5.99040
      -7.94929       0.60272       5.99755
      -7.93744       0.16277       5.99948
      -7.92558       0.03636       5.99991
      -7.91373       0.00672       5.99999
      -7.90187       0.00103       6.00000
      -7.89002       0.00013       6.00000
      -7.87817       0.00001       6.00000
      -7.86631       0.00000       6.00000
      -7.85446       0.00000       6.00000
      -7.84260       0.00000       6.00000
      -7.83075       0.00000       6.00000
      -7.81890       0.00000       6.00000
      -7.80704       0.00000       6.00000
      -7.79519       0.00000       6.00000
      -7.78333       0.00000       6.00000
      -7.77148       0.00000       6.00000
      -7.75963       0.00000       6.00000
      -7.74777       0.00000       6.00000
      -7.73592       0.00000       6.00000
      -7.72406       0.00000       6.00000
      -7.71221       0.00000       6.00000
      -7.70036       0.00000       6.00000
      -7.68850       0.00000       6.00000
      -7.67665       0.00000       6.00000
      -7.66479       0.00000       6.00000
      -7.65294       0.00000       6.00000
      -7.64108       0.00000       6.00000
      -7.62923       0.00000       6.00000
      -7.61738       0.00000       6.00000
      -7.60552       0.00000       6.00000
      -7.59367       0.00000       6.00000
      -7.58181       0.00000       6.00000
      -7.56996       0.00000       6.00000
      -7.55811       0.00000       6.00000
      -7.54625       0.00000       6.00000
      -7.53440       0.00000       6.00000
      -7.52254       0.00000       6.00000
      -7.51069       0.00000       6.00000
      -7.49884       0.00000       6.00000
      -7.48698       0.00000       6.00000
      -7.47513       0.00000       6.00000
      -7.46327       0.00000       6.00000
      -7.45142       0.00000       6.00000
      -7.43957       0.00000       6.00000
      -7.42771       0.00000       6.00000
      -7.41586       0.00000       6.00000
      -7.40400       0.00000       6.00000
      -7.39215       0.00000       6.00000
      -7.38030       0.00000       6.00000
      -7.36844       0.00000       6.00000
      -7.35659       0.00000       6.00000
      -7.34473       0.00000       6.00000
      -7.33288       0.00000       6.00000
      -7.32103       0.00000       6.00000
      -7.30917       0.00000       6.00000
      -7.29732       0.00000       6.00000
      -7.28546       0.00000       6.00000
      -7.27361       0.00000       6.00000
      -7.26176       0.00000       6.00000
      -7.24990       0.00000       6.00000
      -7.23805       0.00000       6.00000
      -7.22619       0.00000       6.00000
      -7.21434       0.00000       6.00000
      -7.20248       0.00000       6.00000
      -7.19063       0.00000       6.00000
      -7.17878       0.00000       6.00000
      -7.16692       0.00000       6.00000
      -7.15507       0.00000       6.00000
      -7.14321       0.00000       6.00000
      -7.13136       0.00000       6.00000
      -7.11951       0.00000       6.00000
      -7.10765       0.00000       6.00000
      -7.09580       0.00000       6.00000
      -7.08394       0.00000       6.00000
      -7.07209       0.00000       6.00000
      -7.06024       0.00000       6.00000
      -7.04838       0.00000       6.00000
      -7.03653       0.00000       6.00000
      -7.02467       0.00000       6.00000
      -7.01282       0.00000       6.00000
      -7.00097       0.00002       6.00000
      -6.98911       0.00020       6.00000
      -6.97726       0.00153       6.00002
      -6.96540       0.00966       6.00014
      -6.95355       0.05026       6.00073
      -6.94170       0.21639       6.00330
      -6.92984       0.77060       6.01243
      -6.91799       2.26991       6.03934
      -6.90613       5.53061       6.10490
      -6.89428      11.14603       6.23702
      -6.88243      18.58018       6.45727
      -6.87057      25.61902       6.76096
      -6.85872      29.21852       7.10732
      -6.84686      27.56365       7.43406
      -6.83501      21.50791       7.68902
      -6.82315      13.88170       7.85357
      -6.81130       7.41088       7.94142
      -6.79945       3.27251       7.98022
      -6.78759       1.19529       7.99438
      -6.77574       0.36112       7.99867
      -6.76388       0.09024       7.99973
      -6.75203       0.01865       7.99996
      -6.74018       0.00319       7.99999
      -6.72832       0.00045       8.00000
      -6.71647       0.00005       8.00000
      -6.70461       0.00001       8.00000
      -6.69276       0.00000       8.00000
      -6.68091       0.00000       8.00000
      -6.66905       0.00000       8.00000
      -6.65720       0.00000       8.00000
      -6.64534       0.00000       8.00000
      -6.63349       0.00000       8.00000
      -6.62164       0.00000       8.00000
      -6.60978       0.00000       8.00000
      -6.59793       0.00000       8.00000
      -6.58607       0.00000       8.00000
      -6.57422       0.00000       8.00000
      -6.56237       0.00000       8.00000
      -6.55051       0.00000       8.00000
      -6.53866       0.00000       8.00000
      -6.52680       0.00000       8.00000
      -6.51495       0.00000       8.00000
      -6.50310       0.00000       8.00000
      -6.49124       0.00000       8.00000
      -6.47939       0.00000       8.00000
      -6.46753       0.00000       8.00000
      -6.45568       0.00000       8.00000
      -6.44383       0.00000       8.00000
      -6.43197       0.00000       8.00000
      -6.42012       0.00000       8.00000
      -6.40826       0.00000       8.00000
      -6.39641       0.00000       8.00000
      -6.38455       0.00000       8.00000
      -6.37270       0.00000       8.00000
      -6.36085       0.00000       8.00000
      -6.34899       0.00000       8.00000
      -6.33714       0.00000       8.00000
      -6.32528       0.00000       8.00000
      -6.31343       0.00000       8.00000
