# Spin 1
# Original Fermi-level:     -4.86309 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
     -16.22518       0.00000       0.00000
     -16.22233       0.00000       0.00000
     -16.21948       0.00000       0.00000
     -16.21662       0.00000       0.00000
     -16.21377       0.00000       0.00000
     -16.21092       0.00000       0.00000
     -16.20806       0.00000       0.00000
     -16.20521       0.00000       0.00000
     -16.20236       0.00000       0.00000
     -16.19950       0.00000       0.00000
     -16.19665       0.00000       0.00000
     -16.19380       0.00000       0.00000
     -16.19094       0.00000       0.00000
     -16.18809       0.00000       0.00000
     -16.18524       0.00000       0.00000
     -16.18238       0.00000       0.00000
     -16.17953       0.00000       0.00000
     -16.17668       0.00000       0.00000
     -16.17382       0.00000       0.00000
     -16.17097       0.00000       0.00000
     -16.16812       0.00000       0.00000
     -16.16526       0.00000       0.00000
     -16.16241       0.00000       0.00000
     -16.15956       0.00000       0.00000
     -16.15670       0.00000       0.00000
     -16.15385       0.00000       0.00000
     -16.15100       0.00000       0.00000
     -16.14814       0.00000       0.00000
     -16.14529       0.00000       0.00000
     -16.14244       0.00000       0.00000
     -16.13958       0.00000       0.00000
     -16.13673       0.00000       0.00000
     -16.13388       0.00000       0.00000
     -16.13102       0.00000       0.00000
     -16.12817       0.00000       0.00000
     -16.12532       0.00000       0.00000
     -16.12246       0.00000       0.00000
     -16.11961       0.00000       0.00000
     -16.11676       0.00000       0.00000
     -16.11390       0.00000       0.00000
     -16.11105       0.00000       0.00000
     -16.10820       0.00000       0.00000
     -16.10534       0.00000       0.00000
     -16.10249       0.00000       0.00000
     -16.09964       0.00000       0.00000
     -16.09678       0.00000       0.00000
     -16.09393       0.00000       0.00000
     -16.09108       0.00000       0.00000
     -16.08822       0.00000       0.00000
     -16.08537       0.00000       0.00000
     -16.08252       0.00000       0.00000
     -16.07966       0.00000       0.00000
     -16.07681       0.00000       0.00000
     -16.07396       0.00000       0.00000
     -16.07110       0.00000       0.00000
     -16.06825       0.00000       0.00000
     -16.06540       0.00000       0.00000
     -16.06254       0.00000       0.00000
     -16.05969       0.00000       0.00000
     -16.05684       0.00000       0.00000
     -16.05398       0.00000       0.00000
     -16.05113       0.00000       0.00000
     -16.04828       0.00000       0.00000
     -16.04542       0.00000       0.00000
     -16.04257       0.00000       0.00000
     -16.03972       0.00000       0.00000
     -16.03686       0.00000       0.00000
     -16.03401       0.00000       0.00000
     -16.03116       0.00000       0.00000
     -16.02830       0.00000       0.00000
     -16.02545       0.00000       0.00000
     -16.02260       0.00000       0.00000
     -16.01974       0.00000       0.00000
     -16.01689       0.00000       0.00000
     -16.01404       0.00000       0.00000
     -16.01118       0.00000       0.00000
     -16.00833       0.00000       0.00000
     -16.00548       0.00000       0.00000
     -16.00262       0.00000       0.00000
     -15.99977       0.00000       0.00000
     -15.99692       0.00000       0.00000
     -15.99406       0.00000       0.00000
     -15.99121       0.00000       0.00000
     -15.98836       0.00000       0.00000
     -15.98550       0.00000       0.00000
     -15.98265       0.00000       0.00000
     -15.97980       0.00000       0.00000
     -15.97694       0.00000       0.00000
     -15.97409       0.00000       0.00000
     -15.97124       0.00000       0.00000
     -15.96838       0.00000       0.00000
     -15.96553       0.00000       0.00000
     -15.96268       0.00000       0.00000
     -15.95982       0.00000       0.00000
     -15.95697       0.00000       0.00000
     -15.95412       0.00000       0.00000
     -15.95126       0.00000       0.00000
     -15.94841       0.00000       0.00000
     -15.94556       0.00000       0.00000
     -15.94270       0.00000       0.00000
     -15.93985       0.00000       0.00000
     -15.93700       0.00000       0.00000
     -15.93414       0.00000       0.00000
     -15.93129       0.00000       0.00000
     -15.92844       0.00000       0.00000
     -15.92558       0.00000       0.00000
     -15.92273       0.00000       0.00000
     -15.91988       0.00000       0.00000
     -15.91702       0.00000       0.00000
     -15.91417       0.00000       0.00000
     -15.91132       0.00000       0.00000
     -15.90846       0.00000       0.00000
     -15.90561       0.00000       0.00000
     -15.90276       0.00000       0.00000
     -15.89990       0.00000       0.00000
     -15.89705       0.00000       0.00000
     -15.89420       0.00000       0.00000
     -15.89134       0.00000       0.00000
     -15.88849       0.00000       0.00000
