# lSi1000_9000K_Si_Split2b3b # ml_type=split2b3b VT=1.0000000000e-08 regression_model=Ridge alpha=1.0000000000e-01
split2b3b
# number of species : Si,O order 1,2
1
# eta type: eta_r2 -> eta*r^2, r2_div_eta2-> (r/eta)^2, (r_div_2eta)^2-> (r/(2eta))^2
r2_div_eta2
# pair infor: Si-Si   # two body set: {eta, Rs, scales, coefs}
# triplet infor: Si-Si-Si   # three body set: {eta1, eta2, eta3, scales, coefs}
Si
Si
60
220
4.9286683122e-01 0.0000000000e+00 2.0786748776551337e-07 0.0000000000000000e+00 
6.0198890705e-01 0.0000000000e+00 1.6918565900228394e-05 0.0000000000000000e+00 
7.3527091146e-01 0.0000000000e+00 4.0715761829168614e-04 8.6426533180086321e-02 
8.9806191925e-01 0.0000000000e+00 4.0713981158439208e-03 -6.9204803095876555e-01 
1.0968953052e+00 0.0000000000e+00 2.1233077464340680e-02 -2.4565419184417414e+00 
1.3397509511e+00 0.0000000000e+00 6.8672102184172218e-02 -7.1641430284648111e-01 
1.6363755070e+00 0.0000000000e+00 1.5841995534378980e-01 6.7671427306141696e-01 
1.9986735576e+00 0.0000000000e+00 2.9096571489567152e-01 6.6904357585590268e-01 
2.4411853959e+00 0.0000000000e+00 4.6057880690663883e-01 1.9318088204374559e-01 
2.9816705758e+00 0.0000000000e+00 6.6046234869488740e-01 1.4555270883954224e-01 
3.6418206652e+00 0.0000000000e+00 8.8103394797132317e-01 2.9597215351885386e-01 
4.4481298052e+00 0.0000000000e+00 1.1070698541920625e+00 3.6570234737055607e-01 
5.4329580127e+00 0.0000000000e+00 1.3201627057671261e+00 3.3490061389502090e-01 
6.6358299016e+00 0.0000000000e+00 1.5052886200575699e+00 2.5329271120793506e-01 
8.1050209445e+00 0.0000000000e+00 1.6552077222702954e+00 1.5926363886601841e-01 
9.8994949366e+00 0.0000000000e+00 1.7701025802739268e+00 7.3155044084337345e-02 
1.2091270420e+01 0.0000000000e+00 1.8546316313243596e+00 2.8506808489431558e-03 
1.4768311041e+01 0.0000000000e+00 1.9150316801445042e+00 -5.0752490590721261e-02 
1.8038055838e+01 0.0000000000e+00 1.9573194771766926e+00 -8.9878726813405627e-02 
2.2031731153e+01 0.0000000000e+00 1.9865136481063044e+00 -1.1763546903946044e-01 
4.9286683122e-01 2.5000000000e+00 1.1936585203732819e+00 3.4144124932886361e-01 
6.0198890705e-01 2.5000000000e+00 1.2218356596705440e+00 -9.7375874364522841e-01 
7.3527091146e-01 2.5000000000e+00 1.2485372657962635e+00 6.0079110656727430e-01 
8.9806191925e-01 2.5000000000e+00 1.2772951122388845e+00 2.2808267153798174e+00 
1.0968953052e+00 2.5000000000e+00 1.3138470104018554e+00 8.2807418160982624e-02 
1.3397509511e+00 2.5000000000e+00 1.3639652435577836e+00 -2.2016717638546437e+00 
1.6363755070e+00 2.5000000000e+00 1.4303797158214400e+00 -1.6836294809751644e+00 
1.9986735576e+00 2.5000000000e+00 1.5112999751001444e+00 -2.9649596928513910e-01 
2.4411853959e+00 2.5000000000e+00 1.6009909289057582e+00 4.1009503488400217e-01 
2.9816705758e+00 2.5000000000e+00 1.6914677929012010e+00 5.3975996744355315e-01 
3.6418206652e+00 2.5000000000e+00 1.7749143008641486e+00 4.6499521275669992e-01 
4.4481298052e+00 2.5000000000e+00 1.8459801065272410e+00 3.4715739671691187e-01 
5.4329580127e+00 2.5000000000e+00 1.9026538179601920e+00 2.3036623457418207e-01 
6.6358299016e+00 2.5000000000e+00 1.9456123167567920e+00 1.2768558233702920e-01 
8.1050209445e+00 2.5000000000e+00 1.9769776711773213e+00 4.3886050999470849e-02 
9.8994949366e+00 2.5000000000e+00 1.9992739463305347e+00 -2.0707085408938244e-02 
1.2091270420e+01 2.5000000000e+00 2.0148296918842963e+00 -6.8416703973386520e-02 
1.4768311041e+01 2.5000000000e+00 2.0255436389091002e+00 -1.0259537672625943e-01 
1.8038055838e+01 2.5000000000e+00 2.0328581278959810e+00 -1.2656437503566834e-01 
2.2031731153e+01 2.5000000000e+00 2.0378220287047730e+00 -1.4312935171630356e-01 
4.9286683122e-01 5.0000000000e+00 1.2371390520648029e+00 -8.5850005987597205e-02 
6.0198890705e-01 5.0000000000e+00 1.2666991908083101e+00 2.1872267345000194e-03 
7.3527091146e-01 5.0000000000e+00 1.2848700019571777e+00 5.2780660186853001e-01 
8.9806191925e-01 5.0000000000e+00 1.3004263361450008e+00 -2.2936119953256209e-01 
1.0968953052e+00 5.0000000000e+00 1.3250917778731000e+00 -6.7055278978290445e-01 
1.3397509511e+00 5.0000000000e+00 1.3671865902676046e+00 -3.7487242661432690e-01 
1.6363755070e+00 5.0000000000e+00 1.4285607754598226e+00 1.9456918800580890e-02 
1.9986735576e+00 5.0000000000e+00 1.5062842745492939e+00 2.0262503864791126e-01 
2.4411853959e+00 5.0000000000e+00 1.5946388044223960e+00 2.1462085243809670e-01 
2.9816705758e+00 5.0000000000e+00 1.6855999799338597e+00 1.5188509073655221e-01 
3.6418206652e+00 5.0000000000e+00 1.7705243116054008e+00 7.3421993415259471e-02 
4.4481298052e+00 5.0000000000e+00 1.8431388603470276e+00 3.8506982145856015e-03 
5.4329580127e+00 5.0000000000e+00 1.9009809985992683e+00 -5.0323125900278785e-02 
6.6358299016e+00 5.0000000000e+00 1.9446812300677263e+00 -8.9918517239176099e-02 
8.1050209445e+00 5.0000000000e+00 1.9764731654613674e+00 -1.1788323943980118e-01 
9.8994949366e+00 5.0000000000e+00 1.9990018177439413e+00 -1.3724814202864569e-01 
1.2091270420e+01 5.0000000000e+00 2.0146811281126569e+00 -1.5050030528670466e-01 
1.4768311041e+01 5.0000000000e+00 2.0254606217598967e+00 -1.5950319822090475e-01 
1.8038055838e+01 5.0000000000e+00 2.0328103554888854e+00 -1.6559107881637586e-01 
2.2031731153e+01 5.0000000000e+00 2.0377936791105018e+00 -1.6969552029481449e-01 
4.9286683122e-01 4.9286683122e-01 4.9286683122e-01 7.8809122389588557e-22 0.0000000000000000e+00 
7.3527091146e-01 4.9286683122e-01 4.9286683122e-01 1.0065620365803374e-17 0.0000000000000000e+00 
7.3527091146e-01 7.3527091146e-01 4.9286683122e-01 3.6875689652498582e-14 0.0000000000000000e+00 
7.3527091146e-01 7.3527091146e-01 7.3527091146e-01 1.0417652574429213e-10 0.0000000000000000e+00 
1.0968953052e+00 4.9286683122e-01 4.9286683122e-01 1.0315528370796472e-15 0.0000000000000000e+00 
1.0968953052e+00 7.3527091146e-01 4.9286683122e-01 2.6390562390128488e-12 0.0000000000000000e+00 
1.0968953052e+00 7.3527091146e-01 7.3527091146e-01 5.9917370019547937e-09 0.0000000000000000e+00 
1.0968953052e+00 1.0968953052e+00 4.9286683122e-01 1.6224535282720849e-10 0.0000000000000000e+00 
1.0968953052e+00 1.0968953052e+00 7.3527091146e-01 3.0766873931790119e-07 0.0000000000000000e+00 
1.0968953052e+00 1.0968953052e+00 1.0968953052e+00 1.5722450732962011e-05 0.0000000000000000e+00 
1.6363755070e+00 4.9286683122e-01 4.9286683122e-01 1.0270190286465107e-14 0.0000000000000000e+00 
1.6363755070e+00 7.3527091146e-01 4.9286683122e-01 2.3537184328306008e-11 0.0000000000000000e+00 
1.6363755070e+00 7.3527091146e-01 7.3527091146e-01 4.6939752901075465e-08 0.0000000000000000e+00 
1.6363755070e+00 1.0968953052e+00 4.9286683122e-01 1.6156846731769138e-09 0.0000000000000000e+00 
1.6363755070e+00 1.0968953052e+00 7.3527091146e-01 2.4090428928512007e-06 0.0000000000000000e+00 
1.6363755070e+00 1.0968953052e+00 1.0968953052e+00 1.1855776509947451e-04 1.4650045166528361e-01 
1.6363755070e+00 1.6363755070e+00 4.9286683122e-01 1.8958447082595248e-08 0.0000000000000000e+00 
1.6363755070e+00 1.6363755070e+00 7.3527091146e-01 2.1143834509029063e-05 0.0000000000000000e+00 
1.6363755070e+00 1.6363755070e+00 1.0968953052e+00 9.0421872154187197e-04 -8.0825729982023947e-02 
1.6363755070e+00 1.6363755070e+00 1.6363755070e+00 6.4773320945448881e-03 -6.9596518192162726e-01 
2.4411853959e+00 4.9286683122e-01 4.9286683122e-01 3.7080092839550116e-14 0.0000000000000000e+00 
2.4411853959e+00 7.3527091146e-01 4.9286683122e-01 7.8979802755282471e-11 0.0000000000000000e+00 
2.4411853959e+00 7.3527091146e-01 7.3527091146e-01 1.4327426123942015e-07 0.0000000000000000e+00 
2.4411853959e+00 1.0968953052e+00 4.9286683122e-01 6.0844781411997085e-09 0.0000000000000000e+00 
2.4411853959e+00 1.0968953052e+00 7.3527091146e-01 7.5666983074138965e-06 0.0000000000000000e+00 
2.4411853959e+00 1.0968953052e+00 1.0968953052e+00 3.4950046573883274e-04 1.3855953502770496e-01 
2.4411853959e+00 1.6363755070e+00 4.9286683122e-01 7.6601254876631846e-08 0.0000000000000000e+00 
2.4411853959e+00 1.6363755070e+00 7.3527091146e-01 7.3914719854307752e-05 0.0000000000000000e+00 
2.4411853959e+00 1.6363755070e+00 1.0968953052e+00 2.6997340139961988e-03 1.7333152822672413e+00 
2.4411853959e+00 1.6363755070e+00 1.6363755070e+00 1.8067886434961083e-02 -2.5266692649235938e+00 
2.4411853959e+00 2.4411853959e+00 4.9286683122e-01 3.1774492587951921e-07 0.0000000000000000e+00 
2.4411853959e+00 2.4411853959e+00 7.3527091146e-01 2.8094946648248676e-04 6.8011918121744608e-01 
2.4411853959e+00 2.4411853959e+00 1.0968953052e+00 8.4700647262993065e-03 2.3235056984072098e+00 
2.4411853959e+00 2.4411853959e+00 1.6363755070e+00 4.9098370326386462e-02 -5.6326805797985635e+00 
2.4411853959e+00 2.4411853959e+00 2.4411853959e+00 1.2233851656634877e-01 -8.6784858538250074e+00 
3.6418206652e+00 4.9286683122e-01 4.9286683122e-01 7.1263474339849075e-14 0.0000000000000000e+00 
3.6418206652e+00 7.3527091146e-01 4.9286683122e-01 1.4973963645239587e-10 0.0000000000000000e+00 
3.6418206652e+00 7.3527091146e-01 7.3527091146e-01 2.6099766117464248e-07 0.0000000000000000e+00 
3.6418206652e+00 1.0968953052e+00 4.9286683122e-01 1.2463561879579707e-08 0.0000000000000000e+00 
3.6418206652e+00 1.0968953052e+00 7.3527091146e-01 1.4184885437123015e-05 0.0000000000000000e+00 
3.6418206652e+00 1.0968953052e+00 1.0968953052e+00 6.2727105815022942e-04 -2.4541998398083038e+00 
3.6418206652e+00 1.6363755070e+00 4.9286683122e-01 1.6217444089468373e-07 0.0000000000000000e+00 
3.6418206652e+00 1.6363755070e+00 7.3527091146e-01 1.4797941295260854e-04 9.5297236840080890e-01 
3.6418206652e+00 1.6363755070e+00 1.0968953052e+00 4.9015409279454421e-03 3.1391108874485485e-01 
3.6418206652e+00 1.6363755070e+00 1.6363755070e+00 3.1095772493170453e-02 5.9518223216693924e+00 
3.6418206652e+00 2.4411853959e+00 4.9286683122e-01 6.8655906572979530e-07 0.0000000000000000e+00 
3.6418206652e+00 2.4411853959e+00 7.3527091146e-01 5.9200274156698295e-04 -2.3293238288254496e+00 
3.6418206652e+00 2.4411853959e+00 1.0968953052e+00 1.6175387309911166e-02 1.2741942658656405e-01 
3.6418206652e+00 2.4411853959e+00 1.6363755070e+00 8.3903746777235208e-02 2.2500714317820405e+00 
3.6418206652e+00 2.4411853959e+00 2.4411853959e+00 1.9664568233698185e-01 8.1861042665106054e-01 
3.6418206652e+00 3.6418206652e+00 4.9286683122e-01 1.5192707862348197e-06 0.0000000000000000e+00 
3.6418206652e+00 3.6418206652e+00 7.3527091146e-01 1.2947687699919909e-03 -1.2457150980831957e+00 
3.6418206652e+00 3.6418206652e+00 1.0968953052e+00 3.2566450367365656e-02 -1.9258684507135579e+00 
